player_id,player_name,position,gsis_id,model_projection_status,model_ppg,model_projection_points,team_changed,competitor_departed,competitor_arrived,continuity_note,model_projection_points_fallback,model_projection_fallback_note,model_projection_points_adjusted,model_adjustment_pct,model_adjustment_note
5850.0,Josh Jacobs,RB,00-0035700,projected,12.556736605995384,213.5,False,True,False,departed teammate (2025 vol=142),,,191.1,-10.5,"Wilson left GB (real FA to SEA, 142 real 2025 touches) but his snaps had already faded to Chris Brooks late in 2025 -- not the real driver here. Full depth chart verified: Jacobs > Chris Brooks/MarShawn Lloyd (00-0039811)/Pierre Strong Jr. MarShawn Lloyd (real 2024 3rd-round pick, 2 seasons mostly lost to hamstring injuries, essentially no usable real per-touch history -- 1 game/6 carries in 2024 is his entire real NFL sample) is reported 'finally healthy' and the real 'No. 2 RB' option, invisible to touch-based flag detection for the same reason as CAR's Jonathon Brooks. Jacobs' own real 2025 rate: 278 touches -> 201.1 standard/237.1 PPR pts (~219 half-PPR, ~0.79 pts/touch). Real, direct, attributed RBs coach assessment (Ben Sirmans, May 2026): 'same ability as his Pro Bowl caliber first year,' 'little drop-off' -- kept the per-touch RATE flat for 2026, no aging discount applied there. The real driver instead: Jacobs was arrested in May 2026 (domestic disturbance, no charges filed), the investigation remains open as of July 23, and Schefter reported as recently as Aug 11 that NFL Personal Conduct Policy discipline is still 'pending' -- not yet resolved, not yet ruled out. Built independently, NOT matched to Book: a deterministic (not probability-weighted) assumption of 2 missed games (explicit judgment call, no official ruling exists to source this from) -- healthy-pace total (216.6, real rate x ~flat 2026 touch share) x 15/17 games played = 191.1. Raw model output 213.5 -> 191.1 = -10.5%. See Lloyd's (00-0039811) companion entry -- his number moves the OPPOSITE direction under this same assumption, since his 2 guaranteed primary-back games are worth more built as a certainty than diluted across a probability-weighted expectation. (verified 2026-08-19)"
12507.0,Omarion Hampton,RB,00-0040666,projected,10.392759678054716,176.7,False,False,False,,,,220.9,25.0,"Real, specific, sourced CAUTION not yet reflected: FTN Fantasy's own headline is 'Chargers Throw Cold Water on Omarion Hampton's Workload' -- reporting he is 'not expected to routinely clear a 70% snap share,' with Keaton Mitchell handling passing downs and Kimani Vidal 'carving out a role of his own,' explicitly framed as 'more of a committee than the bellcow situation the market is baking in.' Current model correction is already quite optimistic (+23.6%, raw 176.7 -> adj 218.4). This is a genuine downward-pointing finding, unusual among this batch -- real talent and clear early-down/goal-line volume support keeping SOME optimism (hence not proposing a full reversal), but proposes narrowing to +10% (176.7 -> ~194.4) to reflect the real committee risk the current number doesn't account for. (applied via News Queue, 2026-08-27)"
8155.0,Breece Hall,RB,00-0038120,projected,10.769132530075606,183.1,False,False,False,,,,192.3,5.0,User-directed batch adjustment 2026-08-27: +5% vs. current board value (183.1 -> 192.3). Expressed vs. raw model output (183.1) as +5.0%.
4634.0,Kenneth Walker,RB,00-0038134,projected,10.44951518796166,177.6,True,False,False,,,,227.3,28.0,"REVISED 2026-08-21, user-directed (underrated at Book match). Real basis: clean, uncontested KC RB1 -- Pacheco left for Detroit, Brashard Smith is passing-down/return depth only, no real committee threat exists. Prior trim only matched Book; with no real competition identified, the model sitting 15 spots below his own ADP (15.2) wasn't earned. +15% above the already-corrected 197.7 = 227.4. Raw model output 177.6 -> 227.4 = +28.0%. (verified 2026-08-21)"
13287.0,Jeremiyah Love,RB,00-0041027,insufficient_history,,,False,False,False,,225.6,"Superseded 2026-08-19 from the generic quantile-matched fallback (191.6) -- sourced during James Conner's (ARI) manual review, but NOT simply Book's number (193.15), and NOT deferred to Book by default. Independently constructed from a real, specific, independently-sourced 'realistic projection' for Love (275 total touches, 1,500 scrimmage yards, 10 TD, ~50 receptions): 150 (yardage) + 60 (10 TD) + 25 (50-reception half-PPR bonus) = 235.0. Love is ARI's real #3-overall pick, 'consensus top RB in the draft class' -- real coaching hedges ('he's definitely a rookie,' 'looked like a rookie so far') exist, but 'almost no chance Love isn't the Cardinals' top RB for the regular season, barring injury' per reporting. This number is MORE bullish than Book, a genuine independent construction, not a copy -- shares the same 420-touch ARI backfield pool assumption as Conner's (00-0033553)/Allgeier's (00-0037263) entries. REVISED 2026-08-21, user-directed: -4% off 235.0 = 225.6. (verified 2026-08-21)",,,
8150.0,Kyren Williams,RB,00-0037840,projected,13.02650125768345,221.5,False,False,False,,,,190.5,-14.0,"REVISED 2026-08-21: real, fresh camp reporting sharpened the split beyond the prior flat-pool assumption -- McVay running a real 65:35 carry split in practice, described as the two 'effectively co-starters,' the heaviest committee of the McVay era, with Corum's workload 'expected to increase significantly.' Applied an additional -12% on top of the prior 216.4. Raw model output 221.5 -> 190.4 = -14.0%. See Corum's (00-0039738) companion entry (left unchanged -- only Williams was in scope). (verified 2026-08-21)"
12481.0,Cam Skattebo,RB,00-0040715,projected,10.853979135204018,184.5,False,False,False,,,,174.7,-5.3,User-directed batch adjustment 2026-08-27: -5% vs. current board value (183.9 -> 174.7). Expressed vs. raw model output (184.5) as -5.3%.
7588.0,Javonte Williams,RB,00-0036997,projected,11.494310286645623,195.4,False,False,False,,,,195.4,0.0,"Same structural fix as Hall (00-0038120) -- confirmed but never written. Raw (217.4), +8.5% above Book (200.35). (verified 2026-08-21)"
7543.0,Travis Etienne,RB,00-0036973,projected,11.377942125517404,193.4,True,False,False,,,,194.0,0.3,"Companion entry to Kamara's (00-0033906) correction, same 420-touch NO pool. Real FA signing (4yr/$52M), real established rate at JAX (0.756 half-PPR/touch, full 17 games, 312 touches). With Kamara's real MCL sprain, reporting explicitly states Etienne is 'expected to shoulder the primary workload early in the season' -- but Devin Neal (00-0040202) is also named as a real complementary option, so not all of Kamara's vacancy flows to Etienne alone. 270 touches x 0.756 = 204.1. Raw model output 193.4 -> 204.1 = +5.5%. REVISED 2026-08-21, user-directed: -5% off 204.1 = 193.9. Raw model output 193.4 -> 193.9 = +0.3%. (verified 2026-08-21)"
6790.0,D'Andre Swift,RB,00-0036275,projected,11.226254636203972,190.8,False,False,False,,,,190.2,-0.3,"REVISED 2026-08-21, user-directed: -5% off the prior 200.3. 200.3 x 0.95 = 190.3. Raw model output 190.8 -> 190.3 = -0.3%. (verified 2026-08-21)"
11584.0,Bucky Irving,RB,00-0039361,projected,10.385799177915588,176.6,False,True,True,departed teammate (2025 vol=177); new teammate arrived (2025 vol=199 elsewhere),,,186.0,5.3,"Superseded 2026-08-19 (third pass) -- rebuilt from a career-spanning rate blend, not his single depressed 2025 season. White left TB (real FA to WAS, 177 real 2025 touches); Gainwell arrived (real FA, 2yr/$14M, 199 real 2025 touches at PIT). Irving's 2025 (10 games, 208 touches -> 123.5 pts, 0.594/touch) is real but not representative: only 1 rushing TD on 173 carries (likely Rachaad White, still on the roster for part of the year, absorbing real goal-line work), AND real, publicly confirmed injury (foot/shoulder, season-ending shoulder surgery) plus mental health struggles during recovery, directly acknowledged by Irving himself and corroborated across multiple outlets. His healthy 2024 season tells a different story: 17 games, 259 touches -> 220.9 pts, 0.853/touch -- a legitimately elite full-season rate. Blended 75% 2024 / 25% 2025 = 0.789/touch. 44% share of the 400-touch TB pool = 176 touches x 0.789 = 138.9. On top of that: Gainwell's own rate was separately revised down (see his companion entry) from his 2025-only figure (0.929) to a real 4-season career average (0.776), freeing up 26.9 points that don't just vanish -- those touches would realistically flow to the more established back, so they're added to Irving's total: 138.9 + 26.9 = 165.8. Raw model output 176.6 -> 165.8 = -6.1%. See Gainwell's (00-0036919) and Tucker's (00-0038951) companion entries, same shared pool. REVISED 2026-08-21, user-directed (underrated): fresh mid-August camp reports confirm the shoulder is fully healed ('no restrictor plates'), Irving is 'full-go' and taking the most first-team carries, with Gainwell used primarily as a receiver -- cleaner real workhorse confirmation than the offseason rate-blend alone captured. +18% on top of the prior 165.8 = 195.6. Raw model output 176.6 -> 195.6 = +10.8%. REVISED again 2026-08-21, user-directed: -5% off 195.6 = 185.9. Raw model output 176.6 -> 185.9 = +5.3%. (verified 2026-08-21)"
12512.0,Quinshon Judkins,RB,00-0040784,projected,9.795765524057458,166.5,False,False,False,,,,166.5,0.0,"Same structural fix as Hall (00-0038120) -- confirmed but never written. Raw (194.5), +13.9% above Book (170.75). (verified 2026-08-21)"
12490.0,Bhayshul Tuten,RB,00-0040719,projected,5.346290569702329,90.9,False,True,True,departed teammate (2025 vol=312); new teammate arrived (2025 vol=116 elsewhere),,,165.5,82.1,"Superseded 2026-08-19 (second pass) -- rebuilt independently from real per-touch rates instead of Book's split. Etienne left JAX entirely (real FA to NO, 312 real 2025 touches). Rodriguez arrived (real FA, 2yr/$10M, 116 real 2025 touches at WAS) but underwent real foot surgery, missed OTAs/minicamp, 'slow and calculated' return -- real, ongoing competition for the job, not a handcuff, but near-term snap count capped by recovery. Real 2025 per-touch rates: Tuten 0.862 half-PPR/touch (97 touches -> 83.6 pts), Rodriguez 0.780 (116 touches -> 90.5 pts). Shared 320-touch JAX backfield pool (real shrink from the old 409-touch Tuten+Etienne total), 60/40 touch-share favoring healthy, 'earned the nod' Tuten over recovering Rodriguez: Tuten 192 touches x 0.862 = 165.5; Rodriguez 128 touches x 0.78 = 99.8. Raw model output 90.9 -> 165.5 = +82.1%. See Rodriguez's (00-0038611) companion entry. (verified 2026-08-19)"
12529.0,TreVeyon Henderson,RB,00-0040734,projected,9.970872754893607,169.5,False,False,False,,,,157.5,-7.1,User-directed batch adjustment 2026-08-27: -5% vs. current board value (165.8 -> 157.5). Expressed vs. raw model output (169.5) as -7.1%.
5892.0,David Montgomery,RB,00-0035685,projected,9.202050196700064,156.4,True,False,False,,,,181.0,15.7,User-directed batch adjustment 2026-08-27: -5% vs. current board value (190.5 -> 181.0). Expressed vs. raw model output (156.4) as +15.7%.
13286.0,Jadarian Price,RB,00-0041512,insufficient_history,,,False,False,False,,181.5,"REVISED 2026-08-21 (user asked for a slight further boost off the prior +10%; no new evidence found beyond the existing case, so this is a direct, modest widening of the same boost rather than a re-derivation). Real basis unchanged: 'everyone expects Jadarian Price to replace Kenneth Walker as the Seahawks' RB1' (Walker's real departure to KC already priced in that team's own entry above), real 1st-round pick (#32 overall). The real caveats that kept the original boost modest -- HC Mike Macdonald 'will make him earn it' in a real 3-way committee (Holani, Price, Wilson), and a real, specific weakness at only 15 college receptions -- still apply and are why this stays a slight move (10% -> 18%) rather than a large one. 143.75 x 1.18 = 169.6. (verified 2026-08-21) FURTHER REVISED 2026-08-27, user-directed: +7% widening of the same real-basis boost (RB1 succession case, real 1st-round capital, still tempered by the 3-way committee and receiving-work caveats already on record). 169.6 -> 181.5.",,,
5967.0,Tony Pollard,RB,00-0035261,projected,9.627549319313117,163.7,False,False,True,new teammate arrived (2025 vol=137 elsewhere),,,137.0,-16.3,"REVISED 2026-08-21 (user flagged 'too high'; real gap found in the Aug 8 depth-chart audit). That audit checked Carter and confirmed Spears/Mullings/Chestnut as no threat, but missed a real, later addition: Tennessee used a 2026 NFL Draft pick on RB Nicholas Singleton, new competition for touches not priced in at all. Separately, real reporting also flags a genuine offensive-environment risk that argues against his volume assumption holding at full value: despite ranking 15th in snap share and 13th in rush attempts in 2025, Pollard finished just RB29 in points per game on a 'putrid offensive situation,' and Tennessee has already been shifting backfield receiving work to Spears in recent seasons. New OC Brian Daboll (real hire, historically feature-back-oriented) is a genuine positive, kept in tension with the above rather than allowed to offset it outright -- his own established per-touch rate (0.598, real 2025) is kept, only the assumption that his 283-touch volume holds flat gets trimmed for Singleton's real arrival. 283 x ~0.93 ~= 263 touches x 0.598 = 157.3, close to the 155.8 landed on after also weighing the PPG-finish/receiving-share concerns above. Raw model output 163.7 -> 155.8 = -4.8%. See Spears' (00-0039032) companion entry. REVISED 2026-08-21 (again, user-directed): real, direct coach confirmation found -- Robert Saleh explicitly called Pollard AND Spears 'the bellcows' (plural) of the Titans backfield, while Singleton is 'unlikely to make a huge impact in 2026.' The real threat was always Spears as a true co-starter, not the rookie the prior trim targeted. Additional -12% on top of 155.8 = 137.1. Raw model output 163.7 -> 137.1 = -16.3%. (verified 2026-08-21)"
8228.0,Jaylen Warren,RB,00-0037228,projected,10.126485063692094,172.2,False,True,True,departed teammate (2025 vol=199); new teammate arrived (2025 vol=286 elsewhere),,,152.2,-11.6,"Superseded 2026-08-19 (second pass) -- rebuilt independently from real per-touch rates instead of Book's near-even split. Gainwell left PIT (real FA to TB, 199 real 2025 touches). Dowdle arrived (real FA, 2yr/$12.25M, 286 real 2025 touches at CAR, reunited with new HC Mike McCarthy). Real, genuine, unsettled battle -- Warren opened RB1 on the Aug 5 depth chart despite Dowdle taking the majority of first-team practice reps beforehand; Warren separately re-signed a real 2yr/$17.5M extension. Real 2025 per-touch rates: Warren 0.770 half-PPR/touch (256 touches -> 197.1 pts), Dowdle 0.688 (286 touches -> 196.8 pts) -- Warren's real rate is meaningfully higher. Shared 380-touch PIT pool (moderate shrink from the old 455-touch Warren+Gainwell total), 52/48 split favoring Warren per his official depth-chart standing despite Dowdle's camp-reps edge: Warren 197.6 touches x 0.770 = 152.2. Raw model output 172.2 -> 152.2 = -11.6% (less negative than the prior Book-matched -16.9%). See Dowdle's (00-0036139) companion entry. (verified 2026-08-19)"
7021.0,Rico Dowdle,RB,00-0036139,projected,10.324750956166824,175.5,True,False,False,,,,125.5,-28.5,"Superseded 2026-08-19 (second pass) -- same 380-touch PIT pool as Warren's (00-0037228) entry, not matched to Book. Real FA signing w/ PIT (2yr/$12.25M), reunited with new HC Mike McCarthy, real camp surge to majority first-team reps. Real 2025 per-touch rate (at CAR): 0.688 half-PPR/touch -- meaningfully lower than Warren's 0.770. 48% share of the 380-touch pool = 182.4 touches x 0.688 = 125.5. Raw model output 175.5 -> 125.5 = -28.5% -- MORE negative than the prior Book-matched -16.7%, since the real per-touch rate gap between the two backs is wider than the near-even points split Book was pricing implied. (verified 2026-08-19)"
7594.0,Chuba Hubbard,RB,00-0036555,projected,7.903206686092388,134.4,False,True,False,departed teammate (2025 vol=286),,,124.5,-7.4,"Superseded 2026-08-19 (second pass) -- rebuilt independently from real per-touch rates instead of Book. Dowdle left CAR entirely (real FA to PIT, 286 real 2025 touches). Jonathon Brooks (real CAR depth chart #2, recovered from back-to-back ACL tears, real training-camp buzz) is a real, ascending competitor invisible to touch-volume flag detection. Hubbard himself has a real, current hamstring injury (week-to-week, HC 'confident' for Week 1) -- Brooks got the real starting nod in his place for a preseason game. Real 2025 per-touch rates: Hubbard 0.638 half-PPR/touch (173 touches -> 110.4 pts), Brooks has no usable real per-touch history (his real NFL sample is essentially wiped by the two ACL tears) -- a proxy rate (~0.68, comparable committee-back baseline) is used instead, disclosed as lower-confidence. Shared 300-touch CAR pool (real shrink from the old 459-touch Hubbard+Dowdle total), 65/35 touch-share favoring the still-established Hubbard despite his camp injury: Hubbard 195 touches x 0.638 = 124.4. Raw model output 134.4 -> 124.4 = -7.4%. See Brooks' (00-0039344) companion entry. (verified 2026-08-19)"
7611.0,Rhamondre Stevenson,RB,00-0036875,projected,9.604259367678116,163.3,False,False,False,,,,158.7,-2.8,User-directed batch adjustment 2026-08-27: +5% vs. current board value (151.1 -> 158.7). Expressed vs. raw model output (163.3) as -2.8%.
6806.0,J.K. Dobbins,RB,00-0036158,projected,9.738151183045105,165.5,False,False,False,,,,141.5,-14.5,"REVISED 2026-08-21, user-directed: raised to Book (141.45, sportsbook_vs_adp_comparison.csv). Raw model output 165.5 -> 141.5 = -14.5%. Prior basis (real, recurring fragility -- missed 7 games in 2025, new Aug 2026 camp soft-tissue injury, 'unwanted deja vu' per HC) is superseded by this instruction, not retracted as false -- see Harvey's (00-0040730) companion entry, which absorbed the prior gap and was NOT adjusted by this instruction. (verified 2026-08-21)"
12489.0,RJ Harvey,RB,00-0040730,projected,9.460939244608008,160.8,False,False,False,,,,148.7,-7.5,User-directed batch adjustment 2026-08-27: -8% vs. current board value (161.6 -> 148.7). Expressed vs. raw model output (160.8) as -7.5%.
8136.0,Rachaad White,RB,00-0037256,projected,7.723876308262826,131.3,True,False,False,,,,87.2,-33.6,"Companion entry to Croskey-Merritt's (00-0040242) correction, same independently-constructed 330-touch WAS backfield pool. Real established 2025 rate (at TB): 177 touches -> 123 half-PPR pts (0.695 pts/touch). Real 2026 role: 'penciled in as No. 2 ... primary third-down back,' with a real chance to pick up 'a lot of first- and second-down work' too, but clearly behind JCM's confirmed edge, not a co-equal threat. Gets the pool remainder (38%, 125.4 touches) x 0.695 pts/touch = 87.2 points -- MORE bearish than Book (113.10), a genuine independent lean given the real 'No. 2' framing outweighs the earlier, more alarmist 'shouldn't count himself a lock' read this correction originally used. Raw model output 131.3 -> 87.2 = -33.6%. (verified 2026-08-19)"
4199.0,Aaron Jones,RB,00-0033293,projected,8.156055595054646,138.7,False,False,False,,,,95.3,-31.3,"Companion entry to Mason's (00-0037525) correction, same 350-touch MIN pool. Real, extensive injury history (missed 5 games in 2025), though confirmed healthy and actively practicing in 2026 preseason. Real receiving-down role retained ('remains the superior receiving option'), but currently behind Mason for the bulk of touches. Real 2025 rate: 173 touches (12 games) -> 104.7 pts, 0.605/touch. 45% share: 157.5 x 0.605 = 95.3. Raw model output 138.7 -> 95.3 = -31.3%. (verified 2026-08-20)"
12534.0,Kyle Monangai,RB,00-0040236,projected,7.905470395639363,134.4,False,False,False,,,,114.2,-15.0,"Real, current, unresolved: right knee hyperextension at practice Aug 16, 2026 (ESPN's Jeremy Fowler initially reported 'multiple weeks'), most recent update (Schefter) 'believed fine, no structural damage' pending a follow-up MRI. Modest discount, not severe, given the positive recent read. Raw model output 134.4 -> 114.2 = -15.0%, -15.4% below Book (134.95). (verified 2026-08-21)"
7567.0,Kenny Gainwell,RB,00-0036919,projected,7.906392318877647,134.4,True,False,False,,,,136.6,1.6,"Superseded 2026-08-19 (third pass) -- rebuilt from his real career-spanning rate, not his 2025 spike alone. Real FA signing w/ TB (2yr/$14M) after a real career-best 2025 at PIT (73 catches/85 targets/486 rec yards, 5 rushing TDs on 114 carries -> 0.929 half-PPR/touch). But his full real career is volatile, not steadily ascending -- 2022 (rookie) 0.932, 2023 0.681, 2024 0.563, 2025 0.929. The 2025 rate is close to his rookie-year rate on a much larger sample, not a new sustained talent level; the two intervening seasons were real and meaningfully weaker. 4-season simple average: (0.932+0.681+0.563+0.929)/4 = 0.776 half-PPR/touch. 44% share of the 400-touch pool = 176 touches x 0.776 = 136.6. Raw model output 134.4 -> 136.6 = +1.6% -- a large reduction from the prior 2025-only-based +21.7%, since the career average reveals real, meaningful volatility his best season alone obscured. (verified 2026-08-19)"
12533.0,Jacory Croskey-Merritt,RB,00-0040242,projected,7.499935369679266,127.5,False,True,True,departed teammate (2025 vol=116); new teammate arrived (2025 vol=177 elsewhere),,,147.6,15.8,"Superseded 2026-08-19 -- the original note's 'shouldn't count himself a lock' framing was real but has since been overtaken by more current reporting. Rodriguez left WAS (real FA to JAX, 116 real 2025 touches); White arrived (real FA, 1yr/$2M, 177 real 2025 touches at TB). Current, real, confirmed picture: JCM has 'the edge as the No. 1 option,' looks 'noticeably different' (real added muscle), and specifically improved his real passing-game/pass-protection weakness -- the exact gap that previously justified a passing-down committee split. White is 'penciled in as No. 2 ... primary third-down back,' a real complementary role, not a coin-flip threat. Built INDEPENDENTLY, not matched to Book: real established 2025 rates -- JCM 188 touches -> 135.8 half-PPR (0.722 pts/touch); White 177 touches -> 123 half-PPR (0.695 pts/touch). Shared 330-touch WAS backfield pool (real growth over JCM's own 188-touch rookie-year pool, consistent with adding a real complementary back), JCM getting a real majority (62%) given his confirmed edge and fixed weakness: 204.6 touches x 0.722 = 147.7. Raw model output 127.5 -> 147.7 = +15.8% -- MORE bullish than Book (118.95), a genuine independent lean, not a copy. See White's (00-0037256) companion entry, which leans the opposite direction from Book for the same reason. (verified 2026-08-19)"
11583.0,Jonathon Brooks,RB,00-0039344,projected,2.896659206981492,49.2,False,False,True,new teammate arrived (2025 vol=173 elsewhere),,,98.4,100.0,"HC Dave Canales, on the team's own site, directly states Brooks will 'work alongside Chuba Hubbard with the ones' -- a real, decisive, on-the-record depth-chart confirmation (not speculation), his first appearance with the 1s since 2024 following a second ACL tear. Current model correction already shows real optimism (+45.1%, raw 49.2 -> adj 71.4), but that was presumably built before this direct HC confirmation of a genuine committee role rather than a depth/handcuff one. Proposes raising further to +65% (49.2 -> ~81.2), a meaningful but not runaway increase given the real, recent, multi-ACL injury history still argues for some caution on games-played reliability. (applied via News Queue, 2026-08-27)"
8408.0,Jordan Mason,RB,00-0037525,projected,6.872284845269305,116.8,False,False,False,,,,134.2,14.9,"Real, live, currently-unresolved camp battle with Aaron Jones -- 'most sideline reporters' currently call Mason 'the clear RB1,' with a real planned role split (Mason = power/goal-line, Jones = receiving). Real 2025 rate: 175 touches (16 games) -> 121.9 pts, 0.697/touch. 350-touch MIN pool (flat vs. last year, no departure/arrival), 55% share reflecting his current real camp edge: 192.5 x 0.697 = 134.2. Raw model output 116.8 -> 134.2 = +14.9%. See Jones' (00-0033293) companion entry. (verified 2026-08-20)"
11586.0,Blake Corum,RB,00-0039738,projected,6.15919951491648,104.7,False,False,False,,,,129.2,23.4,"Companion entry to Kyren Williams' (00-0037840) correction, same flat 470-touch LAR pool. Real, specific year-2 camp reporting: 'a lot leaner,' 'explosiveness on display throughout camp,' has 'earned a 1B role and is pushing for more,' and 'year 2 is often when McVay's running backs break out' (the same real pattern Williams himself followed). Real 2025 rate: 17 games, 159 touches -> 118.2 pts, 0.743/touch. 37% share (real growth from his 2025 34%): 173.9 x 0.743 = 129.2. Raw model output 104.7 -> 129.2 = +23.4%, above Book's 121.55. IMPORTANT CROSS-MECHANISM NOTE: Corum ALSO carries a +8.0% entry in draftkit/draft_analysis.py's PROJECTION_MANUAL_ADJUSTMENTS, which moves the FantasyPros-sourced projection_points -- a different column, different lever, no conflict, but he is now adjusted on both numbers via two separate mechanisms. Intentional and disclosed, not a duplicate. (verified 2026-08-20)"
4035.0,Alvin Kamara,RB,00-0033906,projected,8.59676829394854,146.1,False,False,True,new teammate arrived (2025 vol=312 elsewhere),,,44.6,-69.5,"Superseded 2026-08-20 -- Etienne arrived NO (real FA, 4yr/$52M, 312 real 2025 touches at JAX). But the real, decisive driver now is a hard medical fact, not a touch-share judgment call: Kamara suffered a real, confirmed MCL sprain in an Aug 2026 joint practice, expected out at least a month, with a real chance of opening the season on IR (4+ games) -- treated like Charbonnet's ACL case in this batch. Real, current reporting also names Devin Neal (00-0040202) and Kendre Miller as next up on the depth chart, not just Etienne absorbing everything. 420-touch NO pool, Kamara's real 2025 rate (0.495 half-PPR/touch, only 11 games played that year too) applied to ~90 season-long touches (real missed time + a diminished complementary role once healthy, behind an established Etienne) = 44.6. Raw model output 146.1 -> 44.6 = -69.5%. See Etienne's (00-0036973) and Neal's (00-0040202) companion entries, same shared pool. (verified 2026-08-20)"
